dodane-data,id,title,category-tree-item,user-profile-link,filters,description,pay_low,pay_high,pay_currency,pay_period,Lokalizacja,Wymiar pracy,Typ umowy
26-04-2023,65720107,"Bus dostawczy kontener, winda 8 palet szuka pracy.",Wszystkie ogłoszenia/Ogłoszenia Kraków/Praca Kraków/Praca Transport / Spedycja / Dystrybucja Kraków,https://sprzedajemy.pl/oferty-uzytkownika-9437198,,"
Doświadczenie w dostawach i transporcie.Aktualne badania sanepid.Działalność gospodarczą.***-***-***
",,,,,Kraków,Inna,Inna
29-03-2023,64182049,praktyka zawodowa w zawodzie stolarz,Wszystkie ogłoszenia/Ogłoszenia Sławno/Praca Sławno/Pozostała praca Sławno,https://sprzedajemy.pl/oferty-uzytkownika-7007988,,"
Z chęcią przyjmę ucznia do nauki zawodu jako Stolarz.

Oferujemy naukę w małym gronie oraz bezpośredni nadzór przez samego szefa.
Prezentujemy prace od podstaw i uczymy jak z surowca uzyskać gotowy wyrób.

Za dobre wyniki w nauce możliwość uzyskania dotacji do prawo jazdy 60%

Dla najlepszych gwarancja zatrudnienia.


Oprócz tradycyjnych wyrobów specjalizujemy się wyrobie zdobin oraz wszelakich elementów ozdobnych poczynając od zwieńczeń słupków drewnianych a kończąc na więźbie dachowej.
",,,,,Sławno,Praktyka / Staż,Umowa o pracę
11-03-2023,67408365,Kelnerki /Kelner  21-23,Wszystkie ogłoszenia/Ogłoszenia Warszawa/Praca Warszawa/Praca Gastronomia / Catering Warszawa/Praca Kelnerzy Warszawa,https://sprzedajemy.pl/oferty-uzytkownika-9686213,,"
Obowiązki:

Przyjmowanie zamówień.

Odpowiadanie na pytania dotyczące dań w menu.

Doradzanie klientom przy wyborze dań i napojów.

Komunikacja, która pozytywnie wpływa na zadowolenie klientów.

Przyjmowanie zapłat.

Zbieranie brudnych naczyń ze stołów.

Utrzymywanie czystości stołów.

Wymagania:

Doskonałe umiejętności obsługi klienta.

Umiejętność oceny zadowolenia klienta i reagowanie na jego potrzeby.

Podejście zorientowane na pomoc klientom i współpracownikom.

Wytrzymałość fizyczna pozwalająca na długotrwałe przebywanie w pozycji stojącej.

Bardzo dobre zdolności organizacyjne.

Umiejętność zachowania spokoju i profesjonalizmu przy trudnych klientach.

W naszej firmie cenimy sobie dobrą atmosferę dlatego przewidziane są premie dla naszych pracowników tygodniowe w wysokości 200 zł

Prosimy o kontakt telefoniczny na numer:609*050*666

Umowa zlecenie
",,,,,,Pełen etat,Umowa o pracę
09-02-2023,66982871,Zatrudnie budowlańca,Wszystkie ogłoszenia/Ogłoszenia Złotoryja/Praca Złotoryja/Praca Budownictwo / Geodezja Złotoryja,https://sprzedajemy.pl/oferty-uzytkownika-8498922,,"
Zatrudnie budowlańców.  Praca w okolicach Złotoryi ,Legnicy zapewniam dojazd . Remonty wykończenia elewacje , wypłaty tygodniowe wysokie zarobki oraz premie .
",3000,8000,zł,mies. brutto,,Inna,Inna
13-04-2023,67692123,Mechanik samochodowy,Wszystkie ogłoszenia/Ogłoszenia Warszawa/Praca Warszawa/Praca fizyczna Warszawa,https://sprzedajemy.pl/oferty-uzytkownika-9658749,,"
Mechanik samochodowy

Brugia/ Belgia

Obowiązki:

* Przeprowadzanie przeglądów, konserwacji i napraw 
 samochodów osobowych zgodnie z wytycznymi 
 importerów i zgodnie z instrukcjami zawartymi w 
 karcie pracy,
* Praca głównie na wulkanizacji,
* Dokładnego działania   i utrzymania porządku w 
 miejscu pracy,
* Punktualności, skuteczności i przestrzegania norm 
 czasowych.

Wymagania:

* Doświadczenie,
* Masz oko do jakości i wydajności,
* Zadowolenie klienta stawiasz na pierwszym miejscu,
* Znasz język angielski lub niderlandzki  w stopniu 
 komunikatywnym.

Oferujemy:

* Stawka od 16€/h,
* Belgijska umowa o pracę,
* Dobre warunki pracy,
* Wynagrodzenie wypłacane tygodniowo,
* Premię roczną i dodatek wakacyjny,
* Zwrot za przyjazd do Belgii,
* Pomoc w znalezieniu zakwaterowania- płatne do 
 18,50€/d
",65,65,zł,godz. brutto,Warszawa,Pełen etat,Inna
04-04-2023,67652370,"Praca dla os. z orzecz., Dino Polska S.A., Chechło",Wszystkie ogłoszenia/Ogłoszenia Chechło/Praca Chechło/Praca Sprzedawca / Kasjer Chechło,https://sprzedajemy.pl/oferty-uzytkownika-9350905,,"
Praca w markecie dla osób z orzeczonym stopniem niepełnosprawności
Chechło woj. małopolskie

CHCESZ ZDOBYĆ DOŚWIADCZENIE W HANDLU?

MOŻE WIELE JUŻ POTRAFISZ I PRAGNIESZ DALEJ SIĘ ROZWIJAĆ?

 

PRACUJĄC Z NAMI ZYSKUJESZ:

możliwość dopasowania wymiaru czasu pracy do Twoich potrzeb
stabilność zatrudnienia, umowę o pracę
możliwość rozwoju - stawiamy na awanse wewnętrzne
niezbędne szkolenia
atrakcyjne benefity (m.in.: ubezpieczenie, prywatna opieka medyczna, możliwość otrzymania pożyczki)
",,,,,Chechło,Pełen etat,Umowa o pracę
27-04-2023,67757174,"Praca dla os. z orzecz., Dino polska S.A., Szkaradowo",Wszystkie ogłoszenia/Ogłoszenia Szkaradowo/Praca Szkaradowo/Praca Sprzedawca / Kasjer Szkaradowo,https://sprzedajemy.pl/oferty-uzytkownika-9350905,,"
Zatrudnimy:
Praca w markecie dla osób z orzeczonym stopniem niepełnosprawności
Szkaradowo woj. wielkopolskie

CHCESZ ZDOBYĆ DOŚWIADCZENIE W HANDLU?
MOŻE WIELE JUŻ POTRAFISZ I PRAGNIESZ DALEJ SIĘ ROZWIJAĆ?
PRACUJĄC Z NAMI ZYSKUJESZ:
• możliwość dopasowania wymiaru czasu pracy do Twoich potrzeb
• stabilność zatrudnienia, umowę o pracę
• możliwość rozwoju - stawiamy na awanse wewnętrzne
• niezbędne szkolenia
• atrakcyjne benefity (m.in.: ubezpieczenie, prywatna opieka medyczna, możliwość otrzymania pożyczki)
",,,,,Szkaradowo,Pełen etat,Umowa o pracę
25-01-2023,67144904,Kierowca kat D,Wszystkie ogłoszenia/Ogłoszenia Busko-Zdrój/Praca Busko-Zdrój/Praca Transport / Spedycja / Dystrybucja Busko-Zdrój,https://sprzedajemy.pl/oferty-uzytkownika-9651558,,"
Witam zatrudnie kierowce kat D z okolic Pacanowa jazda na terenie gminy.
",,,,,,Pełen etat,Umowa o pracę
09-02-2023,67360084,OPERATOR ZAMIATARKI DO ULIC (M/K),Wszystkie ogłoszenia/Ogłoszenia Lublin/Praca Lublin/Pozostała praca Lublin,https://sprzedajemy.pl/oferty-uzytkownika-8124613,,"
Jako AB Job Service Polska Sp. z o.o. - jesteśmy polską agencją zatrudnienia (nr cert. 5971)  z 17-letnim doświadczeniem   z oddziałami w Kielcach, Opolu, Lublinie i Bydgoszczy, rekrutującą na rynek niderlandzki. Jesteśmy partnerem w dobieraniu kadry dla firm z branży agrarnej, budowlanej, spożywczej, zieleni (miejskiej), infrastruktury, logistyki, techniki i transportu. Dzięki naszym długotrwałym relacjom z klientami o kilkudziesięcioletniej tradycji znamy ich potrzeby związane z zatrudnieniem pracowników. Nasze korzenie przekładają się na prostotę oraz przyjazną, niewymuszoną atmosferę w kontaktach z kandydatami.

OPERATOR ZAMIATARKI DO ULIC (M/K)
Miejsce pracy: Zaltbommel

Dla naszego klienta specjalizującego się w utrzymaniu przestrzeni publicznych i terenów zielonych poszukujemy kandydata na stanowisko operatora zamiatarki do ulic. Twoja praca będzie polegała głównie na czyszczeniu ulic i chodników na osiedlach mieszkaniowych. Dodatkowo należy potrafić posługiwać się tabletem, aby otrzymywać informacje dotyczące lokalizacji wykonywanych prac. Praca w zespole 2-osobowym, w godzinach 7-17. Oczekujemy od Ciebie doświadczenia w obsłudze zamiatarki, znajomość języka angielskiego oraz posiadanie prawa jazdy będzie dodatkowym atutem.

Przed wyjazdem zapewnimy Ci kompleksową obsługę – szczegółowe informacje o pracy, adres wraz z numerem do koordynatora oraz umowę skierowania do pracy. Gwarantujemy współpracę tylko ze sprawdzonymi Pracodawcami w Niderlandach.

W jaki sposób aplikować ?  
- wyślij wstępne zgłoszenie korzystając z formularza: http*************************** oddzwonimy do Ciebie ze szczegółowymi informacjami  
- posiadasz CV? świetnie! prześlij je na re*******a@a******.pl, niezwłocznie skontaktujemy się z Tobą  
- zgłoś się bezpośrednio do jednego z naszych oddziałów (dane poniżej)  
- skorzystaj z opcji CallBack na naszej stronie www.**********  i zamów połączenie na wybrany przez Ciebie termin  
 
Zyskujesz: 
– wynagrodzenie 12,93 EU brutto/h, cotygodniowo przelewane na Twoje konto  
– dodatek wakacyjny 8,33% dochodów brutto – naliczane od godz. podstawowych 
– dostęp do platformy internetowej umożliwiającej wgląd do dokumentów tj. kontraktów, odcinków wypłat, Jaaropgaafu 
– profesjonalną obsługę przed wyjazdem (m.in. komplet informacji, umowa kierująca, pomoc w organizacji transportu) 
– opiekę koordynatora w miejscu pracy 
– w pełni wyposażone zakwaterowanie zgodne z certyfikatem SNF z darmowym WiFi (99,50 EU tygodniowo) oraz ubezpieczenie zdrowotne (34,78 EU tygodniowo) 
– zapewniony codzienny dojazd do miejsca pracy  
 
 
Dbamy o Twój komfort. Zapewniamy pełną rekrutację w systemie online! 
Zgłoś się do nas: http*************************** a my oddzwonimy.  
 
Zapraszamy do kontaktu ze swoim oddziałem w dniach: 
poniedziałek- piątek w godzinach 9.00-17.00 
re*******a@a******.pl  

Opole 
T: 605 148 444 
T: 577 185 333 
 
Kielce 
T: 667 713 111 
T: 575 569 444 
 
Bydgoszcz 
T:603 562 143 
T: 603 567 915  

Lublin 
T: 697 831 697 
T: 603 402 363 
T: 721 937 222 
 
Polubiłeś już naszą stronę na facebooku?: http************************************ 
Chcesz aplikować na naszą ofertę pracy? W linku poniżej znajdziesz wszystkie informacje na temat tego, kto i w jakim celu będzie przetwarzać Twoje dane osobowe. 
 
Informacje o przetwarzaniu Twoich danych osobowych 
http***************************************** 
 
Certyfikat MGiP nr 5971 
Oferta Pracy Tymczasowej 
www.**********
",,,,,,Sezonowa,Umowa o pracę
22-11-2023,66993873,Kontroler jakości,Wszystkie ogłoszenia/Ogłoszenia Świętochłowice/Praca Świętochłowice/Praca Produkcja / Przemysł ciężki Świętochłowice,https://sprzedajemy.pl/oferty-uzytkownika-8810746,,"
Tytuł stanowiska: Kontroler Jakości
Lokalizacja: Świętochłowice
Dni pracy: poniedziałek-piątek / II zmiany
 
 ZAKRES OBOWIĄZKÓW:
1) Kontrola jakości wyrobów zgodnie z dokumentacją techniczną:
- odpowiadanie za kontrolę wyrobów z obróbki skrawaniem,
- odpowiadanie za kontrolę konstrukcji spawanych,
- wystawianie dokumentów niezgodności jakościowych
- sporządzanie dokumentacji pomiarowej na żądanie klienta,
- współpraca z Działem Technologicznym w zakresie usprawniania procesu produkcyjnego.
2) Monitoring sprzętu kontrolno - pomiarowego:
- weryfikacja poprawności wskazań sprzętu kontrolno – pomiarowego zgodnie z wymaganiami systemu ISO – 9001.
3) Kontrola dostaw od podwykonawców – weryfikacja zgodności z zamówieniem i dokumentacją techniczną.
4) Wsparcie techniczne Specjalisty ds. Obsługi Klienta oraz Kierownika ds. Planowania Produkcji w Dziale Metalowym w zakresie odpowiedzi reklamacyjnych oraz notatek służbowych do korekcji faktur.
5) Prowadzenie rejestru reklamacji oraz rejestru niezgodności wewnętrznych.
6) Sporządzanie statystyk reklamacji wyrobów metalowych.
7) Obsługa ramienia pomiarowego FARO w zakresie przygotowania programów pomiarowych i przygotowania modeli 3D do pomiarów.
 
 WYMAGAMY:
- 3 lata doświadczenia na podobnym stanowisku,
- dobrej znajomości rysunku technicznego,
- znajomości języka angielskiego lub niemieckiego na poziomie B1
- umiejętności posługiwania się sprzętem pomiarowym,
-  wykształcenia minimum średniego,
- umiejętności analizy i syntezy danych,
- mile widziane posiadanie certyfikatu kompetencji w zakresie badań VT/PT/MT,
 
 OFERUJEMY:
- zatrudnienie na podstawie umowy o pracę w pełnym wymiarze czasu pracy,
- atrakcyjny system wynagrodzeń,
- pracę w prężnie rozwijającej się  firmie o rodzinnych tradycjach,
- możliwość zdobywania wiedzy i umiejętności od profesjonalistów.
",,,,,,Pełen etat,Umowa o pracę
19-02-2023,61789977,Przyjmę do pomocy w Gospodarstwie,Wszystkie ogłoszenia/Ogłoszenia Gardlin/Praca Gardlin/Praca fizyczna Gardlin,https://sprzedajemy.pl/oferty-uzytkownika-7193976,,"
Zatrudnię mężczyzę lub małżeństwo z doświadczeniem do pomocy w  gospodarstwie przy bydle mlecznym. Dobrze by było jak by pracownik umiał jeździć ciągnikiem rolniczym (traktorem) a kobieta umiała doić krowy  i miał/ mieli  pojęcie o gospodarstwie i jakieś doświadczenie w tej branży. 
Ze swojej strony gwarantuję dobre wyżywienie, zakwaterowanie i wynagrodzenie za wykonywaną pracę zarobki od 3000zł wzwyż w zależności od umiejętności i wykonywania powierzonych zadań. 
Kontakt: *********
LUB
609142191

Ze swojej strony gwarantuję:

-Dobrą płacę
-Zakwaterowanie wraz z dostępem do mediów
-Bardzo dobre wyżywienie
-Pracę w miłym towarzystwie

UWAGA ( NIE WYSYŁAM PIENIĘDZY NA BILETY)
",3000,3000,zł,mies. brutto,Gardlin,Pełen etat,Samozatrudnienie
12-04-2023,67686957,Cieśla Szalunkowy -Holandia,Wszystkie ogłoszenia/Ogłoszenia Warszawa/Praca Warszawa/Praca Budownictwo / Geodezja Warszawa,https://sprzedajemy.pl/oferty-uzytkownika-9627520,,"
Opis stanowiska:
-Praca w systemie PERI/DOKA

Wymagania:
-Minimum 3-letnie doświadczenie.
-Prawo jazdy oraz własny samochód
-Znajomość języka holenderskiego/niemieckiego/angielskiego.
-Umiejętność czytania rysunków technicznych. 
-Certyfikat VCA - mile widziany.

Oferujemy:
-Atrakcyjne wynagrodzenie od 550 euro netto tygodniowo.
-Zatrudnienie na podstawie kontraktu holenderskiego.
-40 godzin pracy tygodniowo.
-Wypłaty tygodniowe na konto.
-Darmowe zakwaterowanie - pokoje jednoosobowe (studio, pokój w domu, w hostelu robotniczym).
-Ubezpieczenie dla pracownika.
",,,,,Warszawa,Pełen etat,Umowa o pracę
08-05-2023,67588918,Technolog ds. Opakowań z orzecz. o niepełn - Skórcz,Wszystkie ogłoszenia/Ogłoszenia Rzeszów/Praca Rzeszów/Praca Transport / Spedycja / Dystrybucja Rzeszów,https://sprzedajemy.pl/oferty-uzytkownika-9490507,,"
W związku z rozwojem naszej firmy i stałym działaniem na rzecz aktywizacji osób z orzeczoną niepełnosprawnością poszukujemy osoby na stanowisko:

Technolog ds. Opakowań z orzeczeniem o niepełnosprawności – Skórcz  - praca stacjonarna

Wymiar czasu pracy : pełny etat

 

Zakres obowiązków:

• wykonywanie prób pakowania na poziomie laboratorium oraz na produkcji,

• opracowywanie i zbieranie informacji niezbędnych do tworzenia bazy danych dot. komponentów opakowaniowych,

• współpracę przy tworzeniu i akceptacji specyfikacji opakowań,

• udział w przygotowaniu i przeprowadzaniu prób produkcyjnych oraz wdrażaniu nowych produktów,

• prowadzenie dokumentacji bieżących prób oraz ocena opakowań,

• nadzór nad próbami komponentów opakowaniowych oraz próbami przechowalniczymi,

• współpraca z Działem Zakupów Produkcyjnych w celu pozyskiwania alternatywnych dostawców surowców opakowaniowych

• inicjowanie działań optymalizacyjnych i naprawczych w obszarze opakowań

• współpraca z Działem Zapewnienia Jakości w zakresie reklamacji surowców opakowaniowych

• weryfikację danych na opakowaniach oraz tworzenie różnego rodzaju etykiet zgodnie z obowiązującymi przepisami.

 

Oferujemy:

• zatrudnienie w oparciu o umowę o pracę,

• pracę w dynamicznie rozwijającej się firmie o ugruntowanej pozycji na rynku,

• możliwość rozwoju zawodowego,

• kompleksowy program wdrożeniowy oraz przyjazną atmosferę,

• możliwość skorzystania z pakietu prywatnej opieki medycznej,

• ofertę grupowego ubezpieczenia na życie,

• możliwość przystąpienia do PPE

 

Wymagania:

• aktualne orzeczenie o niepełnosprawności

• min. 3-letnie doświadczenie w pracy jako Technolog opakowań w branży FMCG

• doświadczenie z zakresu przeprowadzania prób pakowania na maszynach paczkujących

• wykształcenie wyższe (Towaroznawstwo/Technologia Żywności lub pokrewne)

 

Osoby zaineresowane prosimy o kontakt telefoniczny : *** *** ***

lub email : re*******a@i*************.pl
",,,,,Rzeszów,Pełen etat,Umowa o pracę
04-04-2023,67651140,Sprzątanie powierzchni biurowej/serwis dzienny/Włochy,Wszystkie ogłoszenia/Ogłoszenia Warszawa/Praca Warszawa/Praca Sprzątanie Warszawa,https://sprzedajemy.pl/oferty-uzytkownika-9683714,,"
Firma sprzątająca Amlux zatrudni pracowników do sprzątania powierzchni biurowej

Lokalizacja: Warszawa ul. Łopuszańska

Mamy do zaoferowania:

pracę 5 dni w tygodniu w godzinach: 8:00-16:00,

wynagrodzenie z tytułu umowy o pracę: 3490 brutto miesięcznie,

pracę stałą.

Obowiązki:

serwis dzienny, sprzątanie biura.

Oczekiwania:

brak przeciwwskazań do pracy fizycznej,

dyspozycyjność do pracy,

chęci do pracy.

Zapraszamy do kontaktu telefonicznego z Działem Rekrutacji pod nr tel. 604*126*388 lub 22 336-65-28, 22 336-65-29.

Jesteśmy zakładem pracy chronionej- chętnie zatrudniamy osoby niepełnosprawne- realizujemy wszystkie świadczenia należne osobom z orzeczeniem.

W aplikacji proszę o zamieszczenie poniższej klauzuli:

Wyrażam zgodę na przetwarzanie moich danych osobowych zawartych w dokumentach aplikacyjnych przez AMLUX Sp. z o. o. z siedzibą w Warszawie ul. Grójecka 77 w celu przeprowadzenie kolejnych procesów rekrutacyjnych na inne stanowiska pracy w spółce AMLUX Sp. z o. o.,

a także następującego oświadczenia dotyczącego ochrony danych osobowych o treści: Oświadczenie dotyczące ochrony danych osobowych Oświadczam, iż zostałem poinformowany o tym że: 1) administratorem danych osobowych przetwarzanych w ramach procesu rekrutacji jest AMLUX Sp. z o. o. , ul. Grójecka 77, 02-094 Warszawa, 2) kontakt z inspektorem ochrony danych jest możliwy pod adresem: AMLUX Sp. z o. o. ,, ul. Grójecka 77, 02-094 Warszawa, 3) dane osobowe kandydatów będą przetwarzane w celu przeprowadzenia obecnego procesu rekrutacyjnego lub w kolejnych naborach kandydatów na pracowników AMLUX Sp. z o. o. , na podstawie wyrażonej zgody (art. 6 ust. 1 lit. a RODO). Osobie, której dane dotyczą przysługuje prawo do cofnięcia zgody w dowolnym momencie bez wpływu na zgodność z prawem przetwarzania, którego dokonano na podstawie zgody przed jej cofnięciem, 4) odbiorcą Państwa danych może być podmiot działający na zlecenie administratora danych, tj. podmiot świadczący usługi I T w zakresie serwisowania i usuwania awarii; 5) dane zgromadzone w procesach rekrutacyjnych będą przechowywane przez okres nie dłuższy niż 12 miesięcy 6) osobie, której dane dotyczą przysługuje prawo dostępu do swoich danych osobowych, żądania ich sprostowania lub usunięcia. Wniesienie żądania usunięcia danych jest równoznaczne z rezygnacją z udziału w procesie rekrutacji prowadzonym przez AMLUX Sp. z o. o. Ponadto przysługuje jej prawo do żądania ograniczenia przetwarzania w przypadkach określonych w art. 18 RODO. 7) osobie, której dane dotyczą przysługuje prawo wniesienia skargi do Prezesa Urzędu Ochrony Danych Osobowych na niezgodne z prawem przetwarzanie jej danych osobowych. 8) podanie danych zawartych w dokumentach rekrutacyjnych nie jest obowiązkowe, jednak jest warunkiem umożliwiającym ubieganie się o przyjęcie kandydata do pracy.
",,,,,Warszawa,Pełen etat,Umowa o pracę
